Time,bbox_labels
18:02:25,['banana' 'broccoli' 'banana']
18:02:26,['banana' 'broccoli' 'banana']
18:02:27,['broccoli' 'banana' 'banana' 'banana']
18:02:28,['broccoli' 'banana' 'banana']
18:02:29,['broccoli' 'banana']
